"";"my_intensity";"pattern";"theoretical_intensity";"process_type";"my_kappa";"my_mu";"my_scale";"my_r";"expect_disp_ind";"nsim";"sample_size";"intensity";"pop_size";"dispersion_index";"mean_random";"median_random";"var_random";"mean_syst";"median_syst";"var_syst";"mean_BAS";"median_BAS";"var_BAS";"prop_zero_random";"prop_zero_syst";"prop_zero_BAS";"biais_random";"biais_syst";"biais_BAS";"MSE_random";"MSE_syst";"MSE_BAS";"RMSE_random";"RMSE_syst";"RMSE_BAS";"var_ratio_syst";"var_ratio_BAS";"cluster_diam"
"504";"intensity = 1";"int1_disp53";1;"Matern_cluster";0,01;100;0,4796875;NA;53,0320625;10000;"400";0,99953069;9995,3069;53,0024917170187;0,997061;0,9725;0,133306929221922;0,99337075;0,975;0,129462378657303;0,9961915;0,9675;0,133962276555406;0,9671035;0,96752275;0,9672655;-0,00246969000000008;-0,00615994000000009;-0,00333919000000005;0,122245103447;0,121191645572;0,124006118047;0,349635672446334;0,348125904770099;0,35214502416902;0,971160159587663;1,00491607853627;0,959375
"513";"intensity = 1";"int1_disp54";1;"Matern_cluster";0,01;100;0,4703125;NA;53,98896794;10000;"400";0,99887519;9988,7519;53,8346763438002;1,000147;0,97;0,140207901681168;0,99973525;0,9675;0,134590629595397;1,002979;0,9775;0,135915319590959;0,96773125;0,9678325;0,9677305;0,00127180999999987;0,00086005999999994;0,00410381000000004;0,131744518789;0,124540129014;0,125569685489;0,362966277757315;0,352902435545577;0,354358131681778;0,959936123296783;0,9693841642394;0,940625
"522";"intensity = 1";"int1_disp55";1;"Matern_cluster";0,01;100;0,458203125;NA;55,03502771;10000;"400";1,00041743;10004,1743;54,8764933566859;1,00152675;0,975;0,138465713730811;1,00506125;0,9775;0,142164658339271;1,0013415;0,9725;0,140583062433993;0,9684695;0,96843425;0,968311;0,00110932000000008;0,00464382000000008;0,000924070000000166;0,128443701654;0,131741107054;0,130175736479;0,358390431867258;0,362961577930778;0,360798747890011;1,02671379440294;1,01529150174533;0,91640625
"531";"intensity = 1";"int1_disp56";1;"Matern_cluster";0,01;100;0,44453125;NA;56,04124453;10000;"400";1,00067771;10006,7771;56,0109273409789;0,9952125;0,9625;0,145053720215772;0,999932;0,9725;0,139653625738574;0,99959525;0,9675;0,14071518832127;0,9692955;0,96925125;0,96921975;-0,00546521;-0,0007457099999999;-0,0010824599999999;0,135180169259;0,128427746409;0,131074600584;0,367668558975336;0,358368171590335;0,362042263532864;0,962771761598635;0,970090171503025;0,8890625
"540";"intensity = 1";"int1_disp57";1;"Matern_cluster";0,01;100;0,434375;NA;56,9753827;10000;"400";1,00060019;10006,0019;56,9239021388833;0,998601;0,97;0,149715136812681;1,00301225;0,975;0,14634902312725;1,000371;0,9725;0,143343556714671;0,9697505;0,96970275;0,96968025;-0,00199918999999993;0,00241206000000016;-0,00022918999999999;0,138853005405;0,13588909283;0,132669703705;0,372629850394463;0,368631377978055;0,364238525838495;0,97751654403761;0,957441977921166;0,86875
"549";"intensity = 1";"int1_disp58";1;"Matern_cluster";0,01;100;0,421875;NA;57,99106999;10000;"400";0,99910115;9991,0115;58,0449276921656;1,0077125;0,9775;0,146884335777328;0,99239575;0,9625;0,14650166242318;0,997688278195489;0,9675;0,146752711940427;0,9703725;0,970627;0,97053875;0,00861135000000002;-0,00670539999999997;-0,00141287180451122;0,137222366389;0,136362426964;0,136788912990371;0,37043537410593;0,369272835399519;0,369849851953966;0,997394729995389;0,99910389466512;0,84375
"558";"intensity = 1";"int1_disp59";1;"Matern_cluster";0,01;100;0,412597656;NA;58,99385045;10000;"400";0,99946754;9994,6754;58,8508195724311;0,994421;0,965;0,151220308039804;1,000453;0,97;0,144666676458646;0,99753625;0,97;0,145670720132951;0,97115425;0,971005;0,971019;-0,00504654000000004;0,000985459999999994;-0,00193129000000003;0,14104035298;0,13530204448;0,134718345105;0,375553395644348;0,367834262243201;0,367039977529696;0,956661696658936;0,963301305368374;0,825195312
"567";"intensity = 1";"int1_disp60";1;"Matern_cluster";0,01;100;0,403125;NA;59,97261697;10000;"400";0,99817199;9981,7199;59,6543897040684;0,99552775;0,965;0,149710090613999;0,99421375;0,965;0,148927056391577;0,996633054511278;0,9625;0,151313269997196;0,9715395;0,97162875;0,9715695;-0,00264423999999996;-0,00395824;-0,00153893548872186;0,139190392884;0,139281349484;0,140780841325933;0,373082287014541;0,373204165952097;0,375207730898409;0,994769663025312;1,01070855930033;0,80625
"576";"intensity = 1";"int1_disp61";1;"Matern_cluster";0,01;100;0,387304688;NA;61,00331239;10000;"400";0,99975806;9997,5806;61,0938058072104;0,999779;0,9675;0,157314791388139;1,005068;0,975;0,150254597085709;0,99850725;0,9625;0,150443972969734;0,97229475;0,972197;0,97244425;2,09399999999693e-05;0,00530994000000007;-0,00125081000000005;0,149963124692;0,140344804042;0,141842248617;0,38725072587666;0,374626219106458;0,376619501110869;0,955120594572631;0,956324396722161;0,774609376
"585";"intensity = 1";"int1_disp62";1;"Matern_cluster";0,01;100;0,375;NA;62,03336874;10000;"400";1,00045491;10004,5491;62,2667980963539;1,00366525;0,9725;0,159981255943032;1,00976975;0,9825;0,1567626126212;0,99805625;0,9725;0,154568689329871;0,972982;0,97292475;0,97305625;0,00321034000000009;0,00931484000000005;-0,00239866;0,15011905567;0,14763816237;0,14331971492;0,387452004343764;0,384237117376757;0,378575903776244;0,979881122304863;0,966167495177756;0,75
"594";"intensity = 1";"int1_disp63";1;"Matern_cluster";0,01;100;0,366210938;NA;63,01507878;10000;"400";0,99923352;9992,3352;63,0545835119718;0,99215575;0,9675;0,16073206532347;1,004851;0,97;0,158547330032003;1,00018825;0,9675;0,158697564943432;0,97356275;0,973441;0,973498;-0,00707776999999998;0,00561747999999995;0,000954729999999904;0,150824357179;0,147915522754;0,148893377829;0,388361116976198;0,38459787148917;0,385867046829604;0,986407595229552;0,9873422868303;0,732421876
"603";"intensity = 1";"int1_disp64";1;"Matern_cluster";0,01;100;0,35625;NA;63,9952073;10000;"400";0,99920479;9992,0479;63,9593570300591;1,008695;0,975;0,165811924417442;0,9949595;0,9575;0,157890902449995;0,99417425;0,96;0,161833219583896;0,97391;0,97409675;0,97414275;0,00949020999999994;-0,00424528999999996;-0,00503053999999992;0,155523523191;0,148246749691;0,151168408416;0,394364708348757;0,385028245315847;0,388803817388667;0,952228876208534;0,976004712281553;0,7125
"612";"intensity = 1";"int1_disp65";1;"Matern_cluster";0,01;100;0,34453125;NA;64,95634902;10000;"400";0,99943318;9994,3318;65,0372606659475;0,9895545;0,955;0,163386721451895;1,00106375;0,9725;0,162785695130451;0,993323439223058;0,95875;0,158674354320295;0,9747725;0,97466775;0,97465275;-0,00987868000000003;0,00163056999999989;-0,00610974077694237;0,153135351828;0,152452811053;0,148358155310882;0,391325122919549;0,390452059865229;0,385172890155683;0,9963214494048;0,971158200068375;0,6890625
"621";"intensity = 1";"int1_disp66";1;"Matern_cluster";0,01;100;0,334375;NA;65,95344819;10000;"400";0,99945506;9994,5506;65,9780985411311;0,99809875;0,96;0,167598163189756;0,999056;0,97;0,160549047518752;1,000667;0,9675;0,168307274588459;0,97527225;0,97525175;0,9751055;-0,00135630999999992;-0,000399060000000007;0,00121194000000002;0,157907829687;0,150738965612;0,157747115312;0,397376181579873;0,388251163052991;0,39717391066383;0,957940376333221;1,00423102130242;0,66875
"630";"intensity = 1";"int1_disp67";1;"Matern_cluster";0,01;100;0,325000763;NA;67,03586786;10000;"400";0,9999998;9999,998;66,9019716553687;0,99775575;0,9625;0,170254675684506;0,98904975;0,9525;0,16434025292523;1,0001405;0,97;0,167107766036354;0,97566675;0,97580575;0,97565475;-0,00224404999999994;-0,01095005;0,000140700000000105;0,159233959997;0,152500467347;0,156648631872;0,399041301116814;0,390513082171392;0,395788620190121;0,965261319634852;0,98151645682857;0,650001526
"639";"intensity = 1";"int1_disp68";1;"Matern_cluster";0,01;100;0,312365723;NA;67,98491096;10000;"400";0,99988027;9998,8027;68,1247965226621;0,99644425;0,9625;0,174134952012139;1,00773925;0,975;0,169726847319169;0,999829236215539;0,9625;0,174714745707492;0,976326;0,976184;0,9763;-0,00343601999999998;0,00785897999999996;-5,10337844611408e-05;0,16350807231;0,15932559596;0,165252616532201;0,404361314062065;0,399156104751011;0,406512750762139;0,974685698407853;1,00332956530928;0,624731446
"648";"intensity = 1";"int1_disp69";1;"Matern_cluster";0,01;100;0,299609375;NA;69,02736499;10000;"400";0,99958965;9995,8965;69,2745136619722;1,001402;0,9675;0,17681999639564;1,001285;0,9675;0,172062858810881;0,99949375;0,9625;0,173997887874725;0,97697775;0,97692025;0,976853;0,00181234999999991;0,00169534999999998;-9,59000000000376e-05;0,165597012175;0,161910091125;0,1635603235;0,406936127881268;0,402380530250906;0,404425918432536;0,973096156081158;0,984039652876137;0,59921875
"657";"intensity = 1";"int1_disp70";1;"Matern_cluster";0,01;100;0,292808533;NA;70,00075186;10000;"400";1,00024372;10002,4372;69,9561397938534;0,9983325;0,9675;0,175470287722522;1,0028615;0,9725;0,168922777845535;1,00042275;0,9675;0,175112610668504;0,977257;0,97728;0,9772865;-0,0019112200000001;0,00261778000000001;0,000179029999999969;0,165541730542;0,158531664042;0,166055347667;0,406868197997828;0,398160349660787;0,407498892841441;0,962685934114717;0,997961609007084;0,585617066
"666";"intensity = 1";"int1_disp71";1;"Matern_cluster";0,01;100;0,28359375;NA;71,04976122;10000;"400";0,99922036;9992,2036;70,8467232367413;0,99628825;0,96;0,176136928479785;0,99244125;0,9625;0,173265656239061;0,99949825;0,9625;0,176897732395177;0,9777565;0,97779375;0,9777675;-0,00293211000000004;-0,00677910999999998;0,000277890000000003;0,166324023021;0,164046843221;0,166797604521;0,407828423507975;0,405026966041769;0,40840862444493;0,983698635683581;1,00431938902284;0,5671875
"675";"intensity = 1";"int1_disp72";1;"Matern_cluster";0,01;100;0,270703125;NA;71,99618501;10000;"400";1,00020095;10002,0095;72,1187529471956;1,0036305;0,97;0,182455735043254;0,99886;0,9575;0,183932278627863;1,00162425;0,965;0,178397254662404;0,97832825;0,97840875;0,978383;0,00342955000000011;-0,00134095000000001;0,00142330000000013;0,172655205255;0,173303215155;0,16757212893;0,415517996307019;0,41629702755965;0,409355748622149;1,00809261262332;0,977756356192978;0,54140625
"684";"intensity = 1";"int1_disp73";1;"Matern_cluster";0,01;100;0,264257813;NA;72,97760852;10000;"400";1,0003356;10003,356;72,7691439279151;0,99798575;0,9625;0,182316338805818;1,00419325;0,9675;0,18339650442988;0,9946035;0,9625;0,173921278665617;0,9787785;0,9786495;0,97868525;-0,0023498500000001;0,00385764999999982;-0,00573210000000013;0,172371818679;0,172848711929;0,165257278404;0,415176852291888;0,415750781032339;0,406518484701495;1,00592467812341;0,95395333081396;0,528515626
"693";"intensity = 1";"int1_disp74";1;"Matern_cluster";0,01;100;0,250952148;NA;74,03955321;10000;"400";0,99896752;9989,6752;74,0547649918192;1,0042485;0,97;0,186452249222672;0,9963315;0,965;0,182750728430593;1,00394625;0,9675;0,187700172753213;0,97925225;0,97934925;0,97924725;0,0052809800000001;-0,00263601999999996;0,00497873000000004;0,175902344356;0,172247204056;0,176629345531;0,419407134364689;0,41502675101251;0,420272941706934;0,980147620597172;1,00669299263347;0,501904296
"702";"intensity = 1";"int1_disp75";1;"Matern_cluster";0,01;100;0,240405273;NA;74,9915811;10000;"400";0,99935747;9993,5747;75,0940491115664;1,00407625;0,97;0,191960497110649;0,998717;0,96;0,186327450406041;0,99734825;0,9625;0,18679077792473;0,979737;0,97981575;0,97990775;0,00471878000000003;-0,000640470000000004;-0,00200921999999992;0,180603287164;0,175783583639;0,177548977214;0,42497445471934;0,419265528798875;0,42136560990902;0,970655177552697;0,973068838309276;0,480810546
